listing_no,title,price,location,street_address,erf_size,property_type,list_date,description,listing_url,scraped_at
116815876,Vacant Land / Plot for Sale in Karen,KSh 420 000 000,"Karen Hardy Langata, Karen, Nairobi","Karen Hardy Langata, Karen",5 acres,Vacant Land / Plot,18 January 2026,"Location: Karen Hardy – Touching tarmacked road A rare opportunity to own 5 acres of prime land in the prestigious Karen Hardy area. Located along ushirika road between co-operative university and Karen hardy shopping center. Ideal for both commercial and residential development. Close proximity to major malls, schools, hospitals, and other social amenities Ideal for luxury housing development or a commercial mall project This location offers unmatched convenience, visibility, and investment potential in one of Nairobi’s most sought-after addresses. ?? Interested? Call/WhatsApp: +254708439531",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116815876,2026-04-08 18:13:22 UTC
116816371,Vacant Land / Plot for Sale in Karen,KSh 420 000 000,"Karen Hardy Langata, Karen, Nairobi","Karen Hardy Langata, Karen",5 acres,Vacant Land / Plot,19 January 2026,"Location: Karen Hardy – Touching tarmacked road A rare opportunity to own 5 acres of prime land in the prestigious Karen Hardy area. Located along ushirika road between co-operative university and Karen hardy shopping center. Ideal for both commercial and residential development. Close proximity to major malls, schools, hospitals, and other social amenities Ideal for luxury housing development or a commercial mall project This location offers unmatched convenience, visibility, and investment potential in one of Nairobi’s most sought-after addresses. ?? Interested? Call/WhatsApp: +254708439531",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116816371,2026-04-08 18:13:28 UTC
116967638,Vacant Land / Plot for Sale in Eldoret CBD,KSh 65 000 000,"Eldoret Uasin Gishu County, Eldoret CBD, Eldoret","Eldoret Uasin Gishu County, Eldoret CBD",4321 m²,Vacant Land / Plot,26 February 2026,"20 Acres with Modern 5-Bedroom Home – Kiplombe, Eldoret ?? Discover your dream countryside retreat! This stunning 20-acre estate sits just 1km from the highway and features: ? Modern 5-bedroom house (all ensuite) ? 2-acre landscaped compound ? Workers’ quarters & CCTV ? Private dam + borehole + irrigation system ? Dairy shed, poultry house & greenhouse ? 3-phase power & generators KES 65M (All Inclusive) Perfect for farming, luxury living, or retirement",https://www.property24.co.ke/vacant-land-plot-for-sale-in-eldoret-cbd-116967638,2026-04-08 18:13:29 UTC
117099198,Vacant Land / Plot for Sale in Ngong,KSh 3 500 000,"Kibiko Kajiado County, Ngong, Ngong","Kibiko Kajiado County, Ngong",0.05 acres,Vacant Land / Plot,08 April 2026,50 by 100 plot un kibiku maragara road . Price 3.5m,https://www.property24.co.ke/vacant-land-plot-for-sale-in-ngong-117099198,2026-04-08 18:13:45 UTC
117004487,Vacant Land / Plot for Sale in Kyuna,KSh 110 000 000,"Nairobi, Kyuna",,0.75 acres,Vacant Land / Plot,09 March 2026,"An exceptional opportunity to acquire 0.75 acres of prime land in the highly sought-after Kyuna neighborhood, ideally located along Kyuna Crescent. The property boasts a flat and regular topography, making it perfectly suited for immediate development. The land enjoys the rare advantage of bordering the serene Kibagare River, offering a tranquil and scenic environment while still being within a secure and well-established residential area. The location provides excellent access to major roads, top schools, shopping centers, and social amenities. This parcel is ideal for the construction of a luxury private residence or high-end townhouses, making it attractive to both homeowners and developers. Key Features: • Size: 0.75 acres • Location: Kyuna Crescent, Kyuna • Flat topography – easy to build • Borders Kibagare River • Ideal for a private home or townhouse development • Located in an exclusive, secure, and quiet neighborhood Asking Price: Kshs 110 Million This is a rare opportunity to own premium land in one of Nairobi’s most prestigious residential areas. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kyuna-117004487,2026-04-08 18:13:52 UTC
116981103,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116981103,2026-04-08 18:13:54 UTC
116982079,Vacant Land / Plot for Sale in Nanyuki,KSh 85 000 000,"1507 Nanyuki-Rumuruti Rd, Nanyuki, Nanyuki","1507 Nanyuki-Rumuruti Rd, Nanyuki",0.25 acres,Vacant Land / Plot,03 March 2026,"CBD Nanyuki The Ultimate CBD Investment Opportunity in Nanyuki Secure the most strategically located commercial land available in Nanyuki’s bustling business district. This prime 1/4 acre commercial plot sits directly on the tarmac, touching the Nanyuki-Rumuruti Highway. Positioned perfectly between the Total Petrol Station (at the Nyeri-Meru Highway junction) and Cedar Mall, this property offers developers a rare chance to dominate Nanyuki's skyline. Comprising two 1/8 acre units sold as a single 1/4 acre block, this land is designed for large-scale, high-density construction. With clean titles ready for immediate transfer, developers can seamlessly commence a legacy project. Key Investment Details: Total Price: Ksh 85,000,000 (Eighty-Five Million Shillings) Size: 1/4 Acre (Sold as a single, consolidated block) Location: Nanyuki CBD, touching the Nanyuki-Rumuruti Highway Frontage: Direct tarmac frontage, guaranteeing supreme visibility, continuous traffic, and premium access. Proximity: Strategic midpoint between the Total Petrol Station and Nanyuki's premier shopping destination, Cedar Mall. Highest & Best Use: This high-traffic footprint is perfect for a High-Yield Mixed-Use Development. Capitalize on Nanyuki's exponential growth as a tourist, military, and commercial hub by building: A multi-story Retail Mall or Office Tower. A high-rise, modern Apartment Block. A premium Airbnb Complex (capturing the proven, lucrative model of nearby developments like CN Towers). Current Nanyuki Commercial Land Market (Comparables): To highlight the exceptional value of this consolidated CBD block, here is the current market data for prime commercial plots in this exact corridor: Size,Price,Location Details,Status 1/8 Acre,""Ksh 40,000,000"",""Touching Nanyuki-Rumuruti Highway, Opposite Cedar Mall (Asian Quarters)"",Listed 1/8 Acre,""Ksh 40,000,000"",""Second Row from Nanyuki-Rumuruti Highway, Opposite Cedar Mall"",Listed 1/4 Acre,""Ksh 85,000,000"",""Touching Highway, between Total Petro",https://www.property24.co.ke/vacant-land-plot-for-sale-in-nanyuki-116982079,2026-04-08 18:14:01 UTC
116895284,Vacant Land / Plot for Sale in Kiambu,KSh 999 000,"Thigio Kiambu County, Kiambu, Kiambu","Thigio Kiambu County, Kiambu",0.12 acres,Vacant Land / Plot,06 February 2026,"-The project is located in Thigio which is only 15 minutes drive from Kikuyu town and 1Km from the Tarmac. -The soil is suitable for construction and farming. and comes with : 1.Graded & murramed internal access roads 2.Concrete posts fencing 3.Estate gate 4.Trees in the estate 5.Water and electricity are in the neighborhood. -The minimum booking fee for each plot is Ksh. 150,000 only. -The price is all-inclusive, i.e., legal fees, stamp duty and title transfer fees with no hidden charges with an installment plan as well. -Daily free site visits from Kencom and Kikuyu Town,",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-116895284,2026-04-08 18:14:22 UTC
116895341,Vacant Land / Plot for Sale in Kiambu,KSh 999 000,"Thigio Kiambu County, Kiambu, Kiambu","Thigio Kiambu County, Kiambu",0.12 acres,Vacant Land / Plot,06 February 2026,"-The project is located in Thigio which is only 15 minutes drive from Kikuyu town and 1Km from the Tarmac. -The soil is suitable for construction and farming. and comes with : 1.Graded & murramed internal access roads 2.Concrete posts fencing 3.Estate gate 4.Trees in the estate 5.Water and electricity are in the neighborhood. -The minimum booking fee for each plot is Ksh. 150,000 only. -The price is all-inclusive, i.e., legal fees, stamp duty and title transfer fees with no hidden charges with an installment plan as well. -Daily free site visits from Kencom and Kikuyu Town,",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-116895341,2026-04-08 18:14:39 UTC
117011639,Vacant Land / Plot for Sale in Kikuyu,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117011639,2026-04-08 18:14:40 UTC
117044038,Vacant Land / Plot for Sale in Lower Kabete,KSh 350 000 000,"Nairobi, Lower Kabete",,2.7 acres,Vacant Land / Plot,19 March 2026,"This prime 2.7-acre parcel is located in the tranquil and lush surroundings of Lower Kabete, just off Farasi Lane. The property enjoys a serene setting and is ideal for residential or high-end development. The land gently slopes down towards the river and Ngecha Road, providing a picturesque natural landscape. Key Features: • Size: 2.7 Acres. • With a 7-bedroom house that can be refurbished • Location: Lower Kabete, off Farasi Lane. • The land gently slopes toward the river and Ngecha Road. • Ideal for residential or gated community development. • Scenic and peaceful environment. • Close to key amenities and major road networks Asking Price: Kshs 350 Million (Non-negotiable)",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-117044038,2026-04-08 18:14:42 UTC
116895315,Vacant Land / Plot for Sale in Kiambu,KSh 999 000,"Thigio Kiambu County, Kiambu, Kiambu","Thigio Kiambu County, Kiambu",0.12 acres,Vacant Land / Plot,06 February 2026,"-The project is located in Thigio which is only 15 minutes drive from Kikuyu town and 1Km from the Tarmac. -The soil is suitable for construction and farming. and comes with : 1.Graded & murramed internal access roads 2.Concrete posts fencing 3.Estate gate 4.Trees in the estate 5.Water and electricity are in the neighborhood. -The minimum booking fee for each plot is Ksh. 150,000 only. -The price is all-inclusive, i.e., legal fees, stamp duty and title transfer fees with no hidden charges with an installment plan as well. -Daily free site visits from Kencom and Kikuyu Town,",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-116895315,2026-04-08 18:14:44 UTC
117004452,Vacant Land / Plot for Sale in Lower Kabete,KSh 340 000 000,"Nairobi, Lower Kabete",,2.7 acres,Vacant Land / Plot,09 March 2026,"2.7 Acres for Sale in Lower Kabete – Close to Zen Gardens. This prime 2.7-acre parcel is set in the serene and green surroundings of Lower Kabete, on the left-hand side when coming from Zen Gardens. The property offers a peaceful atmosphere and is ideal for residential high-end gated community development. The first 2 acres are relatively flat and perfectly suited for construction, while the remaining 0.7 acres gently slope towards the river, creating a beautiful natural backdrop. Key Features: • Size: 2.7 Acres. • Location: Lower Kabete, close to Zen Gardens. • ??Flat frontage with a gentle river slope at the rear. • Ideal for a residential gated community development. • ??Scenic and tranquil environment Asking Price: Kshs 340 Million",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-117004452,2026-04-08 18:14:56 UTC
117060109,Vacant Land / Plot for Sale in Tigoni,KSh 25 000 000,"Nazareth Hospital Road, Tigoni, Limuru","Nazareth Hospital Road, Tigoni",10 acres,Vacant Land / Plot,24 March 2026,"We are offering 10 prime acres in the heart of Nazareth, Tigoni. Whether you are looking to build your dream gated community, start an agricultural project, or set up an institution, this land is ready for you. Location: Nazareth, Tigoni (Just a few kilometers before Nazareth Hospital) Asking Price: Ksh. 25,000,000 Per Acre OR Nearest Suitable Offer Secure this rare gem in one of Kiambu's most sought-after suburbs. This 10-acre parcel offers a unique blend of accessibility and tranquility, making it a versatile asset for any high-yield development. Key Features: Versatile Zoning: Ideal for Real Estate Development (high-end gated communities), Agriculture (tea, horticulture, or livestock), or Institutional (schools, medical facilities, or places of worship). Topography: Mostly flat terrain with a gentle, natural slope---perfect for efficient construction and drainage. Strategic Access: Conveniently located just a short distance from Nazareth Hospital, ensuring easy access to main roads and essential amenities. This land offers the perfect balance of rural tranquility and urban accessibility. Interested in this property? Kindly, contact us if you have a serious inquiry to organize a site visit Phone/WhatsApp: +(254) 788 267 075 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-tigoni-117060109,2026-04-08 18:14:57 UTC
116868979,Vacant Land / Plot for Sale in Kikambala,KSh 65 000 000,"3qrp+rh Mtwapa, Kikambala, Kilifi","3QRP+RH Mtwapa, Kikambala",1 acres,Vacant Land / Plot,31 January 2026,We are pleased to introduce Seabreeze estate at kikambala next to sunsand beach hotel.Seabreaze is a gated estate on fast row touching beach with several subdivision.Half an acre plot are the one fronting ocean with pure sand beach then quarters follow all plots have access cabro road and wall.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikambala-116868979,2026-04-08 18:14:59 UTC
117019348,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-117019348,2026-04-08 18:15:17 UTC
116864980,Vacant Land / Plot for Sale in Machakos,KSh 19 600 000,"Mbiuni Machakos County, Machakos, Machakos","Mbiuni Machakos County, Machakos",28 acres,Vacant Land / Plot,30 January 2026,"Located in Mbiuni area , Machakos County Selling as a block of 28 acres Has a title deed 700,000 kshs per acre negotiable Not far from Kitonga garden resort Call now 0788588444 for details",https://www.property24.co.ke/vacant-land-plot-for-sale-in-machakos-116864980,2026-04-08 18:15:20 UTC
116913701,Vacant Land / Plot for Sale in Kitisuru,KSh 200 000 000,"Kirawa Rd Nairobi, Kitisuru, Nairobi","Kirawa Rd Nairobi, Kitisuru",2 acres,Vacant Land / Plot,11 February 2026,Prime land for sale on Kirawa Rd: 2 acres for sale. Can be subdivided for Ksh 40M per quarter acre fixed. A walking distance to the ISK. For viewing call 0731359759,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-116913701,2026-04-08 18:15:38 UTC
117012718,Vacant Land / Plot for Sale in Embu,KSh 2 500 000,"Gm6w+3rh Embu County, Embu, Embu","GM6W+3RH Embu County, Embu",,Vacant Land / Plot,10 March 2026,4.2 acres. Location: Embu county. Price: 2.5m slightly negotiable. Touching a permanent water source.next to kasafari CDF dispensary only 10 km from Runyenjes,https://www.property24.co.ke/vacant-land-plot-for-sale-in-embu-117012718,2026-04-08 18:16:00 UTC
117075576,Vacant Land / Plot for Sale in Runda,KSh 800 000 000,"Off Kiambu Rd, Runda, Nairobi","Off Kiambu Rd, Runda",10 acres,Vacant Land / Plot,29 March 2026,"A prime 10 acres land in a serene neighbourhood in New Runda. Ideal place for development of townhouses, villas or a School Good neighbourhood Close proximity to the UN headquarters & social amenities Documents available Asking 800M Offers are invited",https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117075576,2026-04-08 18:16:12 UTC
117061082,Vacant Land / Plot for Sale in Riverside,KSh 850 000 000,"Riverside, Riverside, Nairobi","Riverside, Riverside",,Vacant Land / Plot,24 March 2026,"Riverside / westlands – 2.6 ACRES FOR SALE Prime. Strategic. High-Rise Approved. Located along the link road behind Prime Bank and directly opposite Consolata School, this is a rare development opportunity in one of Nairobi’s most sought-after commercial zones. • 2.6 acres • Approved for high-rise development (35+ floors) • Ideal for offices, hotel development, or luxury apartments • Easy access to Expressway • 4 minutes to Westlands • 13 minutes to CBD High visibility. High growth. High returns. A serious opportunity for developers looking to build in a prime, high-demand location. Call/WhatsApp: 0768 654 702 / 0715 726 238",https://www.property24.co.ke/vacant-land-plot-for-sale-in-riverside-117061082,2026-04-08 18:16:19 UTC
117009429,Vacant Land / Plot for Sale in Kileleshwa,KSh 150 000 000,"Nairobi, Kileleshwa",,0.38 acres,Vacant Land / Plot,10 March 2026,"An exceptional opportunity to invest in Kileleshwa, one of Nairobi’s most sought-after neighborhoods. This 0.76-acre parcel, located off Laikipia Road, has been subdivided into two equal plots of 0.38 acres each, offering flexibility for buyers looking to develop a family home or a high-end residential project. Key Features: • Size: 0.76 acres (subdivided into two 0.38-acre plots). • Prime Location: Situated in the serene and secure Kileleshwa neighborhood. • Versatile Investment: Can be purchased as a whole or separately. • Fully Serviced: Ready for development with access to water, electricity, sewer and tarmacked roads. • Ideal for Residential Development: Perfect for a luxury home or high-end apartments. • Proximity to Amenities: Close to shopping malls, international schools, hospitals, and major road networks. Pricing: USD 1.3M per 0.38-acre plot (or nearest offer) USD 2.2M for the entire 0.76-acre parcel This is a rare chance to own prime land in a high-value location. Contact us today for more details or to schedule a site visit! Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kileleshwa-117009429,2026-04-08 18:16:28 UTC
117002811,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitisuru-117002811,2026-04-08 18:16:32 UTC
117101585,Vacant Land / Plot for Sale in Kikuyu,KSh 1 299 000,"Thigio Kiambu County, Kikuyu, Kikuyu","Thigio Kiambu County, Kikuyu",0.12 acres,Vacant Land / Plot,08 April 2026,"-The project is located in Thigio which is only 15 minutes drive from Kikuyu town and 1Km from the Tarmac. -The soil is suitable for construction and farming. and comes with : 1.Graded & murramed internal access roads 2.Concrete posts fencing 3.Estate gate 4.Trees in the estate 5.Water and electricity are in the neighborhood. -The minimum booking fee for each plot is Ksh. 150,000 only. -The price is all-inclusive, i.e., legal fees, stamp duty and title transfer fees with no hidden charges with an installment plan as well. -Daily free site visits from Kencom and Kikuyu Town,",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kikuyu-117101585,2026-04-08 19:26:32 UTC
117101654,Vacant Land / Plot for Sale in Kiambu,KSh 1 299 000,"Thigio Kiambu County, Kiambu, Kiambu","Thigio Kiambu County, Kiambu",0.12 m²,Vacant Land / Plot,08 April 2026,"-The project is located in Thigio which is only 15 minutes drive from Kikuyu town and 1Km from the Tarmac. -The soil is suitable for construction and farming. and comes with : 1.Graded & murramed internal access roads 2.Concrete posts fencing 3.Estate gate 4.Trees in the estate 5.Water and electricity are in the neighborhood. -The minimum booking fee for each plot is Ksh. 150,000 only. -The price is all-inclusive, i.e., legal fees, stamp duty and title transfer fees with no hidden charges with an installment plan as well. -Daily free site visits from Kencom and Kikuyu Town,",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kiambu-117101654,2026-04-08 19:26:46 UTC
117070090,Vacant Land / Plot for Sale in Konza,KSh 14 000 000,"Malili Ke, Konza, Machakos","Malili KE, Konza",10 acres,Vacant Land / Plot,26 March 2026,"10.8-ACRES OF LAND ON SALE IN MALILI, KONZA OFF MOMBASA ROAD Own 10.8-Acres of Land in Malili, Near Konza Technopolis City ( LESS than 7 Km from Mombasa Road and near the Old Mombasa Road), Africa’s emerging Silicon Valley. This prime property is strategically located near Kenya's ""Silicon Valley,"" an innovation hub poised to transform the region. This is an incredible opportunity to invest on land located in an upcoming modern city. Secure your Land in this groundbreaking urban and technological center. Asking price is Kshs. 14,000,000.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-konza-117070090,2026-04-08 19:43:23 UTC
117062219,Vacant Land / Plot for Sale in Runda,KSh 27 000 000,"Runda, Runda, Nairobi","Runda, Runda",0.5 acres,Vacant Land / Plot,25 March 2026,A prime a quarter acre plot in a secure and strategic area Runda Mhasibu Rectangular in shape With good red soils With a clean tittle With easy proximity to shopping malls,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-117062219,2026-04-08 20:01:29 UTC
117056899,Vacant Land / Plot for Sale in Kasarani,KSh 12 000 000,"Sportsview Estate, Kasarani, Nairobi","Sportsview Estate, Kasarani",0.12 acres,Vacant Land / Plot,23 March 2026,1/8 acre in Kasarani Sportsview Estate Currently Has : Three Bedroom Plus Dsq Bangalow for sale at Sportsview Estate Kasarani Sitting on 100 by 50 Size of plot (1/8 acre ) Asking price is 12 M The House requires some renovation 3 Bedrooms 2 Bathrooms Spacious Kitchen Dsq on the First floor Parking for 2 within the compound . 1 at the gate In a gated controlled estate,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kasarani-117056899,2026-04-08 20:01:32 UTC
116948848,Vacant Land / Plot for Sale in Kitengela,KSh 4 000 000,"Fwrh+fp Kitengela, Kitengela, Kajiado","FWRH+FP Kitengela, Kitengela",0.1 ha,Vacant Land / Plot,20 February 2026,"Invest in prime residential plots in the serene Milimani area of Kitengela, strategically located next to Kimisitu Estate. These well-positioned plots are set within a fully developed neighbourhood, surrounded by established communities such as Kusco Estate and other modern estates. The property enjoys an excellent location just 200 metres from Kitengela International School, making it ideal for residential development and long-term investment. With easy access to social amenities and a peaceful environment, this is the perfect opportunity to build your dream home or grow your property portfolio.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kitengela-116948848,2026-04-08 20:01:40 UTC
116950458,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-116950458,2026-04-08 20:02:14 UTC
117094215,Vacant Land / Plot for Sale in Juja,KSh 2 450 000,"Juja, Juja",,,Vacant Land / Plot,06 April 2026,?????????? ?????????? ?????? ???????? ????????- ??????????????- ??.??5?? ????????! -Location: Juja Mastore -3.5Km - 50*100 plots - Well graded feeder roads - Water and electricity available - Ideal for building a family home - Ready titles - Well fenced and fully beaconed ????????? ???????????????????? or WhatsApp us here ?? https://wa.link/59e1vy,https://www.property24.co.ke/vacant-land-plot-for-sale-in-juja-117094215,2026-04-08 20:02:35 UTC
117049693,Vacant Land / Plot for Sale in Karen,KSh 70 000 000,"Mpfq+fq Nairobi, Karen, Nairobi","MPFQ+FQ Nairobi, Karen",10 acres,Vacant Land / Plot,20 March 2026,"Set within the prestigious and serene landscapes of Karen, this exceptional 10-acre property presents a rare opportunity to own a large-scale estate in one of Nairobi’s most desirable addresses. Positioned strategically between the Southern Bypass and Hillcrest Karen, the land offers unmatched accessibility, security, and development potential. With a full perimeter wall, ready transfer documents, and a location surrounded by high-end developments, this property is ideal for luxury residential estates, institutional use, or high-value investment projects. ?? Location Highlights Located in the tranquil and green environment of Karen Plains, this property benefits from one of Nairobi’s most prestigious and well-established neighborhoods: Situated in Karen, known for its exclusivity and serene environment Direct access touching the Southern Bypass, ensuring seamless connectivity across Nairobi Additional access point via Hillcrest Karen, enhancing convenience and accessibility Located within a developed, high-end neighborhood with premium residential and institutional properties Close proximity to top-tier schools, shopping centers, hospitals, and recreational facilities Easy access to Nairobi CBD and surrounding suburbs This location offers a rare combination of tranquility, prestige, and strategic connectivity. ?? Property Features This expansive 10-acre parcel is perfectly suited for large-scale development and high-end investment: Total land size: 10 acres (sold as a block) Fully enclosed with a secure perimeter wall Dual access points enhancing flexibility for development planning Direct tarmac frontage on the Southern Bypass Flat, well-drained terrain ideal for construction Located in a fully developed and serviced neighborhood Ready documentation available for immediate transfer Surrounded by premium developments, ensuring long-term value This property provides a strong foundation for a landmark development in a prime urban setting. ??? Lifestyle & Comfort Inspi",https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-117049693,2026-04-08 20:02:57 UTC
117093231,Vacant Land / Plot for Sale in Kerarapon,KSh 8 500 000,"Nairobi, Kerarapon",,,Vacant Land / Plot,05 April 2026,"Prime 1/8 Acre Plot for Sale – Kerarapon Drive | KSh 8.5M Kerarapon Drive continues to stand out as one of Nairobi’s most sought-after residential addresses—quiet, green, secure, and surrounded by elegant developments. Now available is a prime 1/8 acre plot within a well-organized gated community, offering the perfect opportunity to build a bespoke home in a high-value location or secure a solid long-term investment. This is the kind of address that attracts discerning homeowners—those who value privacy, accessibility, and a refined living environment. Key Features: • Tarmacked access road right up to the plot • Ready freehold title deed – clean and secure ownership • Water and electricity already on site • Mature trees creating a serene, natural setting • Quiet, secure, and highly developed neighborhood • Surrounded by modern, high-end homes Whether you’re looking to build your dream residence or invest in a location with strong appreciation potential, Kerarapon delivers both lifestyle and value. Price: KSh 8.5 Million ?? 0713 795 174 Follow our portfolio: • Instagram: @melmaypropertiesoriginal • Facebook: MelMay Properties • TikTok: @melmayproperties At Melmay Properties, we’re curating spaces that feel like home. Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-kerarapon-117093231,2026-04-08 20:04:02 UTC
116963041,Not Found,KSh 5 000 000,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-ruiru-116963041,2026-04-08 20:04:05 UTC
117043145,,,,,,,,,https://www.property24.co.ke/vacant-land-plot-for-sale-in-westlands-117043145,2026-04-08 20:04:21 UTC
116966743,Vacant Land / Plot for Sale in Hardy,KSh 518 700 000,"Hardy Nairobi, Hardy, Nairobi","Hardy Nairobi, Hardy",4.45 acres,Vacant Land / Plot,25 February 2026,"Prime 4.45 Acres For Sale | Karen – Hardy Set in the quiet and leafy Hardy area of Karen, this exceptional 4.45-acre property offers a rare opportunity to own prime land in one of Karen’s most desirable residential locations. Surrounded by mature trees and rich red soil, the property provides privacy, tranquility, and outstanding potential for redevelopment or private estate living. Price: USD 3.99 Million (Negotiable) Location:Hardy – Karen Title: Freehold Land Size: 4.45 Acres Property Features • Flat, square-shaped land ideal for redevelopment or a private residence • Beautiful mature trees creating a serene natural setting • Well-drained red soil • Quiet and secure neighborhood • Close proximity to schools, hospitals, and shopping centres Existing Developments • Main House: 3 bedrooms (1 ensuite) • Guest House 1: 3 bedrooms (1 ensuite) • Guest House 2: 2 bedrooms (all ensuite) • Spacious DSQ for staff accommodation • Swimming pool • Outdoor entertainment area with a bar Utilities & Security • City council water and borehole supply • Three large water storage tanks • Three-phase power • Backup generator and solar inverter • Electric gate and electric fence Ideal for a private luxury residence, boutique development, or subdivision investment in a prestigious Karen address. For more information contact us 0731359759 Read more...",https://www.property24.co.ke/vacant-land-plot-for-sale-in-hardy-116966743,2026-04-08 20:04:23 UTC
116930655,Vacant Land / Plot for Sale in Nyeri,KSh 1 600 000,"Gitero Nyeri, Nyeri, Nyeri","Gitero Nyeri, Nyeri",0.13 acres,Vacant Land / Plot,16 February 2026,"Prime 50x100 Plots for Sale – Giteero, Nyeri offers: KSh 1.6M (Fixed Price) Own a piece of land in the serene and fast-growing Giteero area, just 6 km from Nyeri Town. Property Highlights: Standard 50x100 plots Located in Giteero, Nyeri Only 50–300 meters from the tarmac (depending on plot location) Good gradient – ideal for construction Fertile red soil Flexible payment period: up to 90 days Perfect for residential development or investment in a rapidly developing area.",https://www.property24.co.ke/vacant-land-plot-for-sale-in-nyeri-116930655,2026-04-08 20:04:25 UTC
117051113,Vacant Land / Plot for Sale in Westlands,KSh 110 000 000,"East Church Road, Westlands, Nairobi","East Church Road, Westlands",0.25 acres,Vacant Land / Plot,21 March 2026,0.25 Acre piece of land for sale in Westlands On East Church road Currently occupied by a block flats Suitable for apartments development On a gentle slope piece of land Price : 110 m Title deed and relevant documents are available,https://www.property24.co.ke/vacant-land-plot-for-sale-in-westlands-117051113,2026-04-08 20:04:26 UTC
116976330,Vacant Land / Plot for Sale in Karen,KSh 40 000 000,"18 Lower Plains Road, Karen, Nairobi","18 Lower Plains Road, Karen",0.45 acres,Vacant Land / Plot,28 February 2026,This flat mixed soil but leavy land is up for sale. It is near the deputy president residence.,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116976330,2026-04-08 20:05:10 UTC
116863795,Vacant Land / Plot for Sale in Mombasa Rd,KSh 300 000 000,"Mombasa Road Nairobi, Mombasa Rd, Nairobi","Mombasa Road Nairobi, Mombasa Rd",3 acres,Vacant Land / Plot,29 January 2026,"Prime 3-Acre Commercial Plot for Sale – Mombasa Road (Next to NextGen Mall) An exceptional investment opportunity along the highly sought-after Mombasa Road corridor. This 3-acre plot, sold as a single block, is strategically located adjacent to NextGen Mall, making it ideal for high-rise apartments, mixed-use development, offices, or commercial projects. Key Highlights: Size: 3 Acres (sold as a block) Location: Mombasa Road, next to NextGen Mall Zoning: Suitable for apartments & commercial development Accessibility: Excellent road frontage with high visibility Utilities: Water, power, sewer readily available Neighbourhood: Established commercial and residential developments Price: Ksh 300 Million per acre Negotiable",https://www.property24.co.ke/vacant-land-plot-for-sale-in-mombasa-rd-116863795,2026-04-08 20:05:15 UTC
117044052,Vacant Land / Plot for Sale in Lower Kabete,KSh 400 000 000,"Nairobi, Lower Kabete",,4 acres,Vacant Land / Plot,19 March 2026,"This prime 4-acre parcel is located in the tranquil and lush surroundings of Lower Kabete, just off Farasi Lane. The property enjoys a serene setting and is ideal for residential or high-end development. The first 3 acres are relatively flat, offering an excellent area for construction, while the remaining portion gently slopes down towards the river and Ngecha Road, providing a picturesque natural landscape. Key Features: • Size: 4 Acres. • Location: Lower Kabete, off Farasi Lane. • The first 3 acres are flat; the rest gently slope toward the river and Ngecha Road. • Ideal for residential or gated community development. • Scenic and peaceful environment. • Close to key amenities and major road networks Asking Price: Kshs 400 Million (Non-negotiable)",https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-117044052,2026-04-08 20:05:25 UTC
